MATINH,MAHUYEN,MAXA,MADIABAN,SONHANKHAU,soho,ky,ttnt,dbmauchu,tentinh,tenhuyen,tenxa,tendb,thon,tenthon,ttnt2019,db2019,db2022,xa2019,xa2022,dakhaosat,kqrasoat,hhur2020,soxa45,wt45,soxa36,wt36,soxa9,wt9,WT_SCIECO
51,534,21439,6,44,15,10,1,11000,Tỉnh Quảng Ngãi,Thị xã Đức Phổ,Phường Nguyễn Nghiêm,"KDC 1,2-Tổ dân phố 4",003,TDP 4,1,201,211,8219,8336,Mới,0,75724.95,9,589,9,736,9,2944,25916
51,534,21442,14,59,15,11,2,11003,Tỉnh Quảng Ngãi,Thị xã Đức Phổ,Xã Phổ An,Khu dân cư số 4,004,An Thổ,2,199,198,2865,2875,Đã khảo sát 2020,0,280394.94,40,465,40,581,40,2325,27435
51,534,21445,15,50,15,2,2,11005,Tỉnh Quảng Ngãi,Thị xã Đức Phổ,Xã Phổ Phong,Tổ 5 + 6 thôn Tân Phong,005,Tân Phong,2,160,139,2674,2681,Mới,0,280394.94,40,406,40,507,40,2030,20300
51,534,21475,1,46,15,4,2,11022,Tỉnh Quảng Ngãi,Thị xã Đức Phổ,Xã Phổ Khánh,"Xóm 32,33 thôn Qui Thiện",001,Qui Thiện,2,190,195,3002,3009,Đã khảo sát 2020 và 2021,0,280394.94,40,480,40,600,40,2398,22080
51,534,21478,23,66,15,2,1,11028,Tỉnh Quảng Ngãi,Thị xã Đức Phổ,Phường Phổ Thạnh,KDC số 1,006,Thạch By 1,2,105,94,5699,5741,Đã khảo sát 2020,0,75724.95,9,502,9,628,9,2511,33132
51,535,21490,13,48,15,9,2,11034,Tỉnh Quảng Ngãi,Huyện Ba Tơ,Xã Ba Vinh,Nước Om,012,Thôn Cao Muôn,2,118,125,1230,1280,Mới,0,280394.94,40,495,40,619,40,2475,23760
51,535,21523,17,44,15,1,2,11042,Tỉnh Quảng Ngãi,Huyện Ba Tơ,Xã Ba Tô,Trà Nô 2,008,Trà Nô,2,107,109,1707,1715,Mới,0,280394.94,40,476,40,595,40,2380,20944
51,536,99995,6,39,15,12,2,11049,Tỉnh Quảng Ngãi,Huyện Lý Sơn,Huyện Lý Sơn,"Xóm Dinh Bà Trời, Thôn Tây",002,Thôn Tây,2,156,159,6105,6150,Đã khảo sát 2020 và 2021,0,280394.94,40,476,40,595,40,2382,18564
52,540,21553,1,55,15,5,1,11056,Tỉnh Bình Định,Thành phố Quy Nhơn,Phường Nhơn Phú,T 3 +4 KV1,001,Khu vực 1,1,187,191,6414,6435,Đã khảo sát 2021,0,174625.02,20,595,20,743,20,2973,32725
52,540,21556,66,47,15,1,1,11069,Tỉnh Bình Định,Thành phố Quy Nhơn,Phường Đống Đa,Tổ 23b Khu Vực 5,006,Khu vực 5,1,167,175,9341,9394,Đã khảo sát 2020,0,174625.02,20,610,20,762,20,3050,28670
52,540,21562,20,60,15,8,1,11076,Tỉnh Bình Định,Thành phố Quy Nhơn,Phường Hải Cảng,Tổ 59,011,Khu phố 11,1,80,82,4057,4072,Đã khảo sát 2020 và 2021,0,174625.02,20,597,20,746,20,2983,35820
52,540,21565,14,56,15,10,1,11079,Tỉnh Bình Định,Thành phố Quy Nhơn,Phường Quang Trung,Khu phố 5 (Tổ 48 và Tổ 49),005,khu phố 5,1,266,262,950,891,Mới,0,174625.02,20,573,20,717,20,2867,32088
52,540,21574,17,47,15,11,1,11090,Tỉnh Bình Định,Thành phố Quy Nhơn,Phường Trần Hưng Đạo,Khu phố 6 (tổ 29+30),006,Khu phố 6,1,141,152,2231,2333,Đã khảo sát 2020 và 2021,0,174625.02,20,627,20,784,20,3137,29469
52,540,21577,34,56,15,8,1,11094,Tỉnh Bình Định,Thành phố Quy Nhơn,Phường Ngô Mây,Tổ 6+7+9,004,Khu Phố 4,1,174,171,7351,7339,Mới,0,174625.02,20,572,20,715,20,2860,32032
52,540,21580,5,49,15,4,1,11097,Tỉnh Bình Định,Thành phố Quy Nhơn,Phường Lý Thường Kiệt,Tổ 15+16 Khu phố 4,004,Khu Phố 4,1,116,119,1447,1445,Đã khảo sát 2021,0,174625.02,20,597,20,746,20,2986,29253
52,540,21592,26,59,15,6,1,11110,Tỉnh Bình Định,Thành phố Quy Nhơn,Phường Nguyễn Văn Cừ,Tổ 3 + tổ 4,001,Khu vực 1,1,207,190,4877,4755,Đã khảo sát 2020,0,174625.02,20,534,20,668,20,2671,31506
52,540,21598,10,46,15,4,2,11115,Tỉnh Bình Định,Thành phố Quy Nhơn,Xã Nhơn Lý,Tổ 13+14+15+16,004,Lý Chánh,2,140,119,2233,2231,Mới,0,262943.382,34,438,34,548,34,2191,20148
52,542,21628,12,44,15,1,2,11124,Tỉnh Bình Định,Huyện An Lão,Xã An Hòa,Xuân Phong Nam (1),004,Thôn Xuân Phong Nam,2,132,134,3091,3572,Mới,0,262943.382,34,523,34,654,34,2617,23012
52,543,21637,15,56,15,2,1,11127,Tỉnh Bình Định,Thị xã Hoài Nhơn,Phường Tam Quan,Khối 5- Tổ 3,005,Khối 5,1,206,205,3444,3488,Đã khảo sát 2020 và 2021,0,174625.02,20,579,20,724,20,2896,32424
52,543,21643,16,53,15,10,2,11134,Tỉnh Bình Định,Thị xã Hoài Nhơn,Xã Hoài Sơn,Xóm 3+4,009,Túy Thạnh,2,96,96,302,301,Đã khảo sát 2021,0,262943.382,34,516,34,644,34,2578,27348
52,543,21652,1,40,15,5,2,11139,Tỉnh Bình Định,Thị xã Hoài Nhơn,Xã Hoài Phú,"X 12, thôn Mỹ Bình 3",005,Mỹ Bình 3,2,145,148,2437,2486,Đã khảo sát 2020 và 2021,0,262943.382,34,526,34,658,34,2631,21040
52,543,21658,4,57,15,2,1,11145,Tỉnh Bình Định,Thị xã Hoài Nhơn,Phường Tam Quan Nam,Cửu Lợi Tây (vùng 1),002,Cửu Lợi Tây,2,164,162,3462,3469,Đã khảo sát 2020,0,174625.02,20,575,20,719,20,2875,32775
52,543,21670,4,60,15,6,2,11155,Tỉnh Bình Định,Thị xã Hoài Nhơn,Phường Hoài Hương,"Xóm 4,5 Ca Công",010,Ca Công,2,132,129,4669,4675,Mới,0,262943.382,34,504,34,630,34,2519,30240
52,543,21676,10,55,15,4,2,11163,Tỉnh Bình Định,Thị xã Hoài Nhơn,Xã Hoài Hải,Kim Giao Thiện 2,004,Kim Giao Thiện,2,149,150,1821,1827,Đã khảo sát 2020 và 2021,0,262943.382,34,519,34,649,34,2595,28545
52,543,21685,19,53,15,8,1,11170,Tỉnh Bình Định,Thị xã Hoài Nhơn,Phường Hoài Đức,Thôn Lại Khánh Nam (xóm 3),007,Lại Khánh Nam,2,150,147,4076,4081,Đã khảo sát 2021,0,174625.02,20,570,20,713,20,2852,30210
52,544,21688,4,55,15,11,1,11171,Tỉnh Bình Định,Huyện Hoài Ân,Thị trấn Tăng Bạt Hổ,"Tổ 1+2+5, Khu phố Thanh Tú",003,Thôn Thanh Tú,1,113,108,2206,2236,Mới,0,174625.02,20,556,20,695,20,2782,30580
52,544,21712,12,60,15,9,2,11183,Tỉnh Bình Định,Huyện Hoài Ân,Xã Ân Đức,"Đội 7, Phú Thuận",004,Thôn Phú Thuận,2,157,155,2472,2548,Đã khảo sát 2020,0,262943.382,34,509,34,636,34,2545,30540
52,544,21715,4,45,15,9,2,11184,Tỉnh Bình Định,Huyện Hoài Ân,Xã Ân Hữu,"Xóm 2+3+4, Hội Nhơn",002,Thôn HộI Nhơn,2,126,126,1633,1695,Đã khảo sát 2021,0,262943.382,34,516,34,644,34,2578,23220
52,544,21727,13,42,15,12,2,11189,Tỉnh Bình Định,Huyện Hoài Ân,Xã Ân Nghĩa,"Xóm Hương Văn, Hương Quang",004,Thôn Hương Quang,2,78,78,2589,2601,Đã khảo sát 2020 và 2021,0,262943.382,34,516,34,644,34,2578,21672
52,545,21730,6,49,15,12,1,11190,Tỉnh Bình Định,Huyện Phù Mỹ,Thị trấn Phù Mỹ,"Tổ 4 + 5, Khu phố Trà Quang Bắc",004,Trà Quang Bắc,1,127,104,3399,4015,Đã khảo sát 2021,0,174625.02,20,477,20,596,20,2383,23373
52,545,21742,17,64,15,1,2,11199,Tỉnh Bình Định,Huyện Phù Mỹ,Xã Mỹ Thắng,Thôn 7 Bắc (Địa bàn số 1),006,Thôn 7 Bắc,2,133,128,2869,2943,Đã khảo sát 2020,0,262943.382,34,496,34,620,34,2481,31744
52,545,21745,6,49,15,11,2,11200,Tỉnh Bình Định,Huyện Phù Mỹ,Xã Mỹ Lộc,Xóm 11+12 thôn Vạn Định,001,Vạn Định,2,120,113,2030,2010,Đã khảo sát 2021,0,262943.382,34,486,34,607,34,2428,23814
52,545,21748,11,61,15,3,2,11202,Tỉnh Bình Định,Huyện Phù Mỹ,Xã Mỹ Lợi,"Đội 7+9, Phú Ninh Đông",006,Phú Ninh Đông,2,152,142,2014,2036,Mới,0,262943.382,34,482,34,602,34,2408,29402
52,545,21766,2,67,15,4,2,11212,Tỉnh Bình Định,Huyện Phù Mỹ,Xã Mỹ Thành,Thôn Hòa Hội Bắc (Địa bàn 2),001,Thôn Hòa Hội Bắc,2,143,127,2865,2815,Đã khảo sát 2020,0,262943.382,34,458,34,572,34,2289,30686
52,545,21772,12,63,15,10,2,11218,Tỉnh Bình Định,Huyện Phù Mỹ,Xã Mỹ Quang,Xóm 3+4 thôn Trung Thành 3,006,Thôn Trung Thành 3,2,128,112,2013,2018,Đã khảo sát 2020 và 2021,0,262943.382,34,451,34,564,34,2256,28413
52,545,21781,6,48,15,6,2,11224,Tỉnh Bình Định,Huyện Phù Mỹ,Xã Mỹ Cát,"Xóm Trinh Bắc, thôn Trinh Long Khánh",004,Thôn Trinh Long Khánh,2,124,122,1728,1818,Đã khảo sát 2020,0,262943.382,34,507,34,634,34,2536,24336
52,545,21784,4,54,15,2,2,11225,Tỉnh Bình Định,Huyện Phù Mỹ,Xã Mỹ Chánh Tây,Thôn Trung Bình,003,Thôn Trung Bình,2,169,151,1185,1176,Đã khảo sát 2021,0,262943.382,34,461,34,576,34,2303,24894
52,546,21804,7,57,15,7,2,11234,Tỉnh Bình Định,Huyện Vĩnh Thạnh,Xã Vĩnh Thuận,Làng 1,007,Làng 1,2,65,63,1605,1605,Mới,0,262943.382,34,500,34,625,34,2499,28500
52,547,21811,11,45,15,5,2,11241,Tỉnh Bình Định,Huyện Tây Sơn,Xã Bình Tân,Thôn Phú Hưng xóm 2,005,Thôn Phú Hưng,2,116,113,1924,1924,Mới,0,262943.382,34,502,34,628,34,2511,22590
52,547,21820,3,43,15,12,2,11245,Tỉnh Bình Định,Huyện Tây Sơn,Xã Tây Giang,Thôn Thượng Giang 1 (Xóm 1),002,Thôn Thượng Giang 1,2,126,131,3192,3290,Đã khảo sát 2020,0,262943.382,34,536,34,670,34,2680,23048
52,547,21829,8,34,15,8,2,11251,Tỉnh Bình Định,Huyện Tây Sơn,Xã Bình Hòa,Xóm 1 thôn Trường Định 1,005,Thôn Trường Định 1,2,132,133,2429,2626,Đã khảo sát 2020 và 2021,0,262943.382,34,519,34,649,34,2597,17646
52,547,21844,1,45,15,3,2,11257,Tỉnh Bình Định,Huyện Tây Sơn,Xã Tây Xuân,Xóm 2,001,Thôn Phú An,2,153,154,1794,1984,Đã khảo sát 2020,0,262943.382,34,519,34,649,34,2595,23355
52,548,21853,8,46,15,3,1,11265,Tỉnh Bình Định,Huyện Phù Cát,Thị trấn Ngô Mây,"Tổ 1 + 2, Khu An Hòa",003,Khu An Hòa,1,123,117,3527,3615,Đã khảo sát 2020,0,174625.02,20,554,20,692,20,2768,25484
52,548,21868,9,50,15,12,2,11276,Tỉnh Bình Định,Huyện Phù Cát,Xã Cát Lâm,"Xóm Thuận Ái+Liên Doanh, Thôn Thuận Phong",005,Thôn Thuận Phong,2,129,130,1970,1959,Mới,0,262943.382,34,520,34,649,34,2598,26000
52,548,21871,15,53,15,11,2,11278,Tỉnh Bình Định,Huyện Phù Cát,Xã Cát Hanh,"Xóm Bình Hòa+Hanh Mai, thôn Vĩnh Trường",011,Thôn Vĩnh Trường,2,196,199,4362,4337,Đã khảo sát 2020 và 2021,0,262943.382,34,523,34,654,34,2617,27719
52,548,21877,21,64,15,7,2,11284,Tỉnh Bình Định,Huyện Phù Cát,Xã Cát Trinh,"Xóm Bắc 1, Thôn Phong An",004,Thôn Phong An,2,158,162,13992,13992,Đã khảo sát 2020,0,262943.382,34,529,34,661,34,2643,33856
52,548,21880,3,62,15,1,2,11285,Tỉnh Bình Định,Huyện Phù Cát,Xã Cát Hải,"Xóm 3, Thôn Tân Thắng",002,Thôn Tân Thắng,2,108,110,1519,1527,Đã khảo sát 2021,0,262943.382,34,525,34,656,34,2626,32550
52,548,21898,9,46,15,10,1,11299,Tỉnh Bình Định,Huyện Phù Cát,Thị trấn Cát Tiến,"Xóm trên Cầu Phụng, thôn Phương Phi",002,Thôn Phương Phi,2,185,165,3309,3311,Mới,0,174625.02,20,519,20,649,20,2596,23874
52,548,21901,15,49,15,2,2,11302,Tỉnh Bình Định,Huyện Phù Cát,Xã Cát Thắng,"Xóm 5+7+8, thôn Long Hậu",002,Thôn Long Hậu,2,119,100,2002,2013,Đã khảo sát 2020 và 2021,0,262943.382,34,433,34,542,34,2166,21217
52,549,21910,7,54,15,9,1,11309,Tỉnh Bình Định,Thị xã An Nhơn,Phường Đập Đá,Liên tổ 8,002,Khu vực Bả Canh,1,109,101,4752,4985,Đã khảo sát 2020 và 2021,0,174625.02,20,539,20,674,20,2697,29106
52,549,21919,18,44,15,5,2,11320,Tỉnh Bình Định,Thị xã An Nhơn,Xã Nhơn Hạnh,Thôn Tịnh Hòa,009,Thôn Tịnh Hòa,2,137,138,2806,2815,Đã khảo sát 2020,0,262943.382,34,519,34,649,34,2597,22836
52,549,21922,8,67,15,6,2,11321,Tỉnh Bình Định,Thị xã An Nhơn,Xã Nhơn Hậu,Xóm Sở Tây,005,Thôn Vân Sơn,2,154,154,3854,3875,Đã khảo sát 2021,0,262943.382,34,516,34,644,34,2578,34572
52,549,21934,12,48,15,10,1,11331,Tỉnh Bình Định,Thị xã An Nhơn,Phường Nhơn Hưng,Tổ Hòa Tây + Tổ Tân Thạnh,003,Khu vực Tiên Hòa,1,123,120,3488,3597,Đã khảo sát 2021,0,174625.02,20,568,20,710,20,2839,27264
52,549,21949,9,48,15,8,2,11344,Tỉnh Bình Định,Thị xã An Nhơn,Xã Nhơn Thọ,Xóm Thọ Phú Bắc (ngoài đường),002,Thôn Thọ Lộc 1,2,163,161,2628,2659,Mới,0,262943.382,34,509,34,637,34,2546,24432
52,550,21952,9,48,15,2,1,11346,Tỉnh Bình Định,Huyện Tuy Phước,Thị trấn Tuy Phước,Đội 10Bb - thôn Mỹ Điền,001,Thôn Mỹ Điền,1,79,79,260,250,Mới,0,174625.02,20,582,20,728,20,2910,27936
52,550,21955,19,46,15,9,1,11351,Tỉnh Bình Định,Huyện Tuy Phước,Thị trấn Diêu Trì,Xóm 4,003,Thôn Vân Hội 1,1,77,77,3646,3606,Mới,0,174625.02,20,582,20,728,20,2910,26772
52,550,21967,14,65,15,3,2,11360,Tỉnh Bình Định,Huyện Tuy Phước,Xã Phước Hòa,Xóm Huỳnh Sa+Huỳnh Hội,004,Thôn Huỳnh Giản Bắc,2,114,113,395,411,Đã khảo sát 2021,0,262943.382,34,511,34,639,34,2555,33215
52,550,21970,34,53,15,9,2,11365,Tỉnh Bình Định,Huyện Tuy Phước,Xã Phước Sơn,"Xóm 3, thôn Phụng Sơn",007,Thôn Phụng Sơn,2,126,124,6418,6392,Đã khảo sát 2020 và 2021,0,262943.382,34,507,34,634,34,2537,26871
52,550,21985,5,47,15,11,2,11379,Tỉnh Bình Định,Huyện Tuy Phước,Xã Phước An,Xóm 2,003,Thôn Thanh Huy 2,2,123,120,5624,5712,Mới,0,262943.382,34,503,34,629,34,2515,23641
52,550,21988,13,52,15,7,2,11384,Tỉnh Bình Định,Huyện Tuy Phước,Xã Phước Thành,Bình An 2 (xóm 5),002,Thôn Bình An 2,2,111,111,3418,3418,Đã khảo sát 2021,0,262943.382,34,516,34,644,34,2578,26832
52,551,21994,1,47,15,7,1,11386,Tỉnh Bình Định,Huyện Vân Canh,Thị trấn Vân Canh,Làng Hiệp Hà 1,005,Làng Hiệp Hà,1,105,101,6741,6741,Mới,0,174625.02,20,560,20,700,20,2800,26320
52,551,22006,10,54,15,1,2,11391,Tỉnh Bình Định,Huyện Vân Canh,Xã Canh Hiển,Thôn Chánh Hiển,004,Thôn Chánh Hiển,2,88,83,830,865,Đã khảo sát 2020 và 2021,0,262943.382,34,486,34,608,34,2431,26244
54,555,22018,2,56,15,6,1,11394,Tỉnh Phú Yên,Thành phố Tuy Hoà,Phường 8,"Tổ 30,31 KP Lê Thành phương",005,Khu phố Lê Thành Phương,1,163,156,2752,2778,Mới,0,83313.59999999999,13,409,13,511,13,2045,22904
54,555,22021,11,50,15,2,1,11398,Tỉnh Phú Yên,Thành phố Tuy Hoà,Phường 2,Tổ 21,005,Khu phố 5,1,123,117,2811,2737,Đã khảo sát 2020 và 2021,0,83313.59999999999,13,406,13,508,13,2032,20300
54,555,22024,25,53,15,5,1,11404,Tỉnh Phú Yên,Thành phố Tuy Hoà,Phường 9,Khu phố Ninh Tịnh 4.3,008,Khu phố Ninh Tịnh 4,1,226,175,7540,7650,Đã khảo sát 2020,0,83313.59999999999,13,331,13,414,13,1654,17543
54,555,22033,24,48,15,3,1,11415,Tỉnh Phú Yên,Thành phố Tuy Hoà,Phường 5,"Tổ 4, 5",001,Khu phố Điện Biên Phủ,1,115,114,2946,3045,Mới,0,83313.59999999999,13,424,13,529,13,2118,20352
54,555,22039,8,75,15,10,1,11419,Tỉnh Phú Yên,Thành phố Tuy Hoà,Phường 6,Tổ 26 + Tổ 27 + Tổ 28 KP BĐ,004,Khu phố Bạch Đằng,1,165,168,2258,2276,Đã khảo sát 2021,0,83313.59999999999,13,435,13,544,13,2175,32625
54,555,22041,6,61,15,9,1,11424,Tỉnh Phú Yên,Thành phố Tuy Hoà,Phường Phú Đông,Khu phố 4.1,004,Khu phố 4,1,148,139,4121,4179,Đã khảo sát 2020 và 2021,0,83313.59999999999,13,401,13,502,13,2006,24461
54,555,22042,3,45,15,7,2,11428,Tỉnh Phú Yên,Thành phố Tuy Hoà,Xã Hòa Kiến,Thôn Thọ Vức (từ nhà ông Nguyễn Công Hoang vào hướng Nam hết thôn Thọ Vức- nhà ông Dương Minh Tân),001,Thôn Thọ Vức,2,122,121,2464,2485,Mới,0,171440.26899999997,28,405,28,506,28,2024,18225
54,555,22045,14,45,15,11,2,11432,Tỉnh Phú Yên,Thành phố Tuy Hoà,Xã Bình Kiến,Xóm Giữa,003,Thôn Liên Trì 1,2,161,164,3203,3258,Đã khảo sát 2020,0,171440.26899999997,28,416,28,520,28,2079,18720
54,555,22048,5,58,15,8,2,11434,Tỉnh Phú Yên,Thành phố Tuy Hoà,Xã Bình Ngọc,"Xóm 7, thôn Ngọc Lãng",003,Thôn Ngọc Lãng,2,174,168,1711,1724,Mới,0,171440.26899999997,28,394,28,493,28,1971,22852
54,555,22162,14,51,15,6,2,11437,Tỉnh Phú Yên,Thành phố Tuy Hoà,Xã An Phú,Thôn Phú Liên 1,001,Thôn Phú Liên,2,215,108,2638,2664,Mới,3,171440.26899999997,28,205,28,256,28,1025,10455
54,557,22051,2,47,15,4,1,11441,Tỉnh Phú Yên,Thị xã Sông Cầu,Phường Xuân Phú,"Khu phố Long Bình (Tổ dân phố 2, 3,4)",001,Khu phố Long Bình,1,196,203,2135,2148,Đã khảo sát 2020,0,83313.59999999999,13,443,13,553,13,2213,20821
54,557,22060,11,44,15,5,2,11454,Tỉnh Phú Yên,Thị xã Sông Cầu,Xã Xuân Bình,"Thôn Bình Thạnh (Xóm trường Hoa Mai, Xóm Vườn, núi Bầu Bàn)",004,Thôn Bình Thạnh,2,187,192,2670,2698,Đã khảo sát 2021,0,171440.26899999997,28,419,28,524,28,2096,18436
54,557,22069,9,55,15,9,2,11459,Tỉnh Phú Yên,Thị xã Sông Cầu,Xã Xuân Thịnh,Thôn Phú Dương (Xóm chợ),003,Thôn Phú Dương,2,153,149,2694,2724,Đã khảo sát 2020 và 2021,0,171440.26899999997,28,398,28,497,28,1988,21890
54,557,22076,15,53,15,7,1,11468,Tỉnh Phú Yên,Thị xã Sông Cầu,Phường Xuân Đài,"Kp. An Thạnh (Tổ 1,6 trong)",007,Khu Phố An Thạnh,1,153,144,2326,2720,Mới,0,83313.59999999999,13,402,13,503,13,2011,21306
54,558,22084,1,39,15,3,2,11472,Tỉnh Phú Yên,Huyện Đồng Xuân,Xã Đa Lộc,Thôn 4,001,Thôn 4,2,92,92,1228,1486,Mới,0,171440.26899999997,28,408,28,510,28,2041,15912
54,558,22084,13,59,15,2,2,11473,Tỉnh Phú Yên,Huyện Đồng Xuân,Xã Đa Lộc,Thôn 1 đông,005,Thôn 1,2,103,107,1228,1486,Đã khảo sát 2020,0,171440.26899999997,28,424,28,530,28,2120,25016
54,558,22111,24,43,15,4,2,11486,Tỉnh Phú Yên,Huyện Đồng Xuân,Xã Xuân Phước,Đội 2 Phú Hội,004,Thôn Phú Hội,2,83,85,2416,2419,Đã khảo sát 2021,0,171440.26899999997,28,418,28,523,28,2090,17974
54,559,22114,11,59,15,8,1,11488,Tỉnh Phú Yên,Huyện Tuy An,Thị trấn Chí Thạnh,"KP Chí Thạnh (Cụm 1,2)",003,Khu phố Chí Thạnh,1,234,233,2955,2973,Đã khảo sát 2021,0,83313.59999999999,13,425,13,532,13,2127,25075
54,559,22120,28,59,15,1,2,11495,Tỉnh Phú Yên,Huyện Tuy An,Xã An Ninh Tây,thôn Xuân Phu (Đội 26),005,Xuân Phu,2,102,103,3988,4018,Đã khảo sát 2020 và 2021,0,171440.26899999997,28,412,28,515,28,2061,24308
54,559,22126,12,43,15,9,2,11501,Tỉnh Phú Yên,Huyện Tuy An,Xã An Thạch,thôn Hà Yến (Đội 10),004,Hà Yến,2,116,117,1693,1704,Đã khảo sát 2020,0,171440.26899999997,28,412,28,515,28,2059,17716
54,559,22141,6,46,15,5,2,11509,Tỉnh Phú Yên,Huyện Tuy An,Xã An Xuân,Xuân Thành_2,005,Xuân Thành,2,145,144,698,703,Mới,0,171440.26899999997,28,405,28,507,28,2027,18630
54,559,22150,3,46,15,12,2,11514,Tỉnh Phú Yên,Huyện Tuy An,Xã An Hiệp,"Xóm 8 +9, thôn Mỹ Phú 1",001,Mỹ Phú 1,2,115,117,2213,2229,Đã khảo sát 2021,0,171440.26899999997,28,415,28,519,28,2076,19090
54,559,22153,25,54,15,6,2,11519,Tỉnh Phú Yên,Huyện Tuy An,Xã An Mỹ,thôn Phú Long_6,004,Phú Long,2,130,128,3540,3557,Đã khảo sát 2020 và 2021,0,171440.26899999997,28,402,28,502,28,2010,21708
54,560,22177,8,55,15,1,2,11529,Tỉnh Phú Yên,Huyện Sơn Hòa,Xã Sơn Long,Thôn vân Hòa 2,004,Thôn Vân Hòa,2,67,62,783,795,Đã khảo sát 2020,0,171440.26899999997,28,378,28,472,28,1889,20790
54,561,22207,8,47,15,1,1,11541,Tỉnh Phú Yên,Huyện Sông Hinh,Thị trấn Hai Riêng,Khu phố 7 (khu vực đường bê tông),010,Khu phố 7,1,141,146,3141,3168,Đã khảo sát 2020 và 2021,0,83313.59999999999,13,442,13,553,13,2212,20774
54,561,22219,7,54,15,10,2,11546,Tỉnh Phú Yên,Huyện Sông Hinh,Xã Sơn Giang,Khu dân cư thôn Nam Giang 1,008,Thôn Nam Giang,2,165,163,1282,1305,Đã khảo sát 2021,0,171440.26899999997,28,403,28,504,28,2016,21762
54,561,22222,6,44,15,4,2,11547,Tỉnh Phú Yên,Huyện Sông Hinh,Xã Đức Bình Đông,Khu dân cư thôn Tân Lập 1,004,Thôn Tân Lập,2,146,148,1369,1390,Mới,0,171440.26899999997,28,414,28,517,28,2069,18216
54,561,22234,1,64,15,3,2,11551,Tỉnh Phú Yên,Huyện Sông Hinh,Xã Sông Hinh,Khu dân cư thôn 2B,001,Thôn 2B,2,80,78,696,711,Đã khảo sát 2020 và 2021,0,171440.26899999997,28,398,28,497,28,1990,25472
54,562,22250,18,52,15,6,2,11557,Tỉnh Phú Yên,Huyện Tây Hoà,Xã Sơn Thành Đông,Lạc Điền giữa,008,Lạc Điền,2,152,152,2846,2929,Đã khảo sát 2020,0,171440.26899999997,28,408,28,510,28,2041,21216
54,562,22273,13,55,15,12,2,11572,Tỉnh Phú Yên,Huyện Tây Hoà,Xã Hòa Tân Tây,Thôn Hội Cư (Tổ 2/1),003,Thôn Hội Cư,2,153,153,2607,2623,Mới,0,171440.26899999997,28,408,28,510,28,2041,22440
54,562,22285,21,53,15,7,2,11580,Tỉnh Phú Yên,Huyện Tây Hoà,Xã Hòa Mỹ Đông,Nhóm 2,005,Xuân Mỹ,2,108,115,3799,3825,Đã khảo sát 2020 và 2021,0,171440.26899999997,28,435,28,543,28,2173,23055
54,562,22294,20,50,15,3,2,11586,Tỉnh Phú Yên,Huyện Tây Hoà,Xã Hòa Thịnh,Xóm Mỹ Lợi,008,Mỹ Xuân 2,2,131,137,10164,10169,Đã khảo sát 2020,0,171440.26899999997,28,427,28,534,28,2134,21350
54,563,22303,3,46,15,8,2,11587,Tỉnh Phú Yên,Huyện Phú Hoà,Xã Hòa Quang Bắc,Thôn Cẩm Sơn (Tổ 5),001,Thôn Cẩm Sơn,2,124,149,3242,3290,Đã khảo sát 2021,0,171440.26899999997,28,490,28,613,28,2452,22540
54,563,22315,38,48,15,5,2,11605,Tỉnh Phú Yên,Huyện Phú Hoà,Xã Hòa An,"Đội 5B, Thôn Vĩnh Phú",005,Thôn Vĩnh Phú,2,131,133,5875,6120,Đã khảo sát 2020 và 2021,0,171440.26899999997,28,414,28,518,28,2072,19872
54,563,22319,2,47,15,12,1,11607,Tỉnh Phú Yên,Huyện Phú Hoà,Thị Trấn Phú Hoà,"xóm cây mét, xóm 5 huệ",002,Khu phố Định Thắng 1,1,121,123,2779,2805,Đã khảo sát 2020,0,83313.59999999999,13,434,13,543,13,2172,20398
54,563,22321,1,48,15,10,2,11610,Tỉnh Phú Yên,Huyện Phú Hoà,Xã Hòa Định Tây,Xóm suối,001,Thôn Cẩm Thạch,2,148,144,2378,2397,Mới,0,171440.26899999997,28,397,28,496,28,1986,19056
54,563,22324,21,38,15,11,2,11615,Tỉnh Phú Yên,Huyện Phú Hoà,Xã Hòa Thắng,"Tổ 4, Thôn Phú Lộc",002,Thôn Phú Lộc,2,160,161,5341,5386,Đã khảo sát 2021,0,171440.26899999997,28,411,28,513,28,2054,15618
54,564,22261,39,57,15,11,1,11636,Tỉnh Phú Yên,Thị xã Đông Hòa,Phường Hoà Hiệp Trung,Khu phố Phú Thọ 3-e,007,Khu phố Phú Thọ 3,1,168,172,6425,6501,Đã khảo sát 2021,0,83313.59999999999,13,437,13,547,13,2187,24909
54,564,22267,15,52,15,7,2,11639,Tỉnh Phú Yên,Thị xã Đông Hòa,Xã Hòa Tân Đông,Thôn Đồng Thạnh-1,004,Thôn Đồng Thạnh,2,175,182,3822,3864,Đã khảo sát 2020,0,171440.26899999997,28,425,28,531,28,2123,22100
54,564,22282,6,48,15,4,1,11645,Tỉnh Phú Yên,Thị xã Đông Hòa,Phường Hòa Hiệp Nam,Thôn Thọ Lâm-6,002,Thôn Thọ Lâm,2,166,169,3468,3507,Đã khảo sát 2020 và 2021,0,83313.59999999999,13,435,13,544,13,2175,20880
