MATINH,MAHUYEN,MAXA,MADIABAN,SONHANKHAU,soho,ky,ttnt,dbmauchu,tentinh,tenhuyen,tenxa,tendb,thon,tenthon,ttnt2019,db2019,db2022,xa2019,xa2022,dakhaosat,kqrasoat,hhur2020,soxa45,wt45,soxa36,wt36,soxa9,wt9,WT_SCIECO
34,336,13084,5,37,15,11,2,6717,Tỉnh Thái Bình,Thành phố Thái Bình,Xã Vũ Đông,Nguyễn Huệ,003,Nguyễn Huệ,2,246,240,2753,2797,Đã khảo sát 2021,3,535214.9999999999,56,622,56,777,56,3108,23014
34,336,13108,9,36,15,4,2,6720,Tỉnh Thái Bình,Thành phố Thái Bình,Xã Vũ Lạc,Thượng cầm,006,Thượng cầm,2,366,160,3450,3475,Mới,0,535214.9999999999,56,279,56,348,56,1393,10044
34,336,13225,8,54,15,6,2,6722,Tỉnh Thái Bình,Thành phố Thái Bình,Xã Tân Bình,xóm Hòa Bình -Trường Mại,004,Trường Mại,2,189,185,2805,2775,Đã khảo sát 2020 và 2021,0,535214.9999999999,56,624,56,780,56,3118,33696
34,338,12487,4,45,15,10,2,6730,Tỉnh Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Thọ,Thôn Hưng Đạo,004,Hưng Đạo,2,249,150,1924,1935,Đã khảo sát 2020,3,535214.9999999999,56,384,56,480,56,1919,17280
34,338,12493,10,29,15,12,2,6733,Tỉnh Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Hoàng,Thôn Liên Hiệp,010,Thôn Liên hiệp,2,230,3239,3224,228,Mới,0,535214.9999999999,56,8973,56,11216,56,44864,260217
34,338,12517,5,39,15,2,2,6744,Tỉnh Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Ngọc,Xóm 15- Thôn Đông Châu,007,Thôn Đông Châu,2,255,170,2688,2706,Đã khảo sát 2021,3,535214.9999999999,56,425,56,531,56,2124,16575
34,338,12529,9,37,15,1,2,6751,Tỉnh Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Hội,Xóm 10+11 -Thôn Đông Xá,004,Đông Xá,2,209,209,2572,2576,Đã khảo sát 2020 và 2021,0,535214.9999999999,56,637,56,796,56,3186,23569
34,338,12547,4,53,15,8,2,6757,Tỉnh Thái Bình,Huyện Quỳnh Phụ,Xã An Vũ,Xóm 4 - Thôn Đại Điền,002,Thôn Đại Điền,2,179,182,1987,1994,Đã khảo sát 2020,0,535214.9999999999,56,648,56,810,56,3239,34344
34,338,12550,8,46,15,10,2,6759,Tỉnh Thái Bình,Huyện Quỳnh Phụ,Xã An Lễ,Xóm 5 - Thôn Đồng Bằng,003,Thôn Đồng Bằng,2,345,200,2123,2123,Mới,3,535214.9999999999,56,369,56,462,56,1847,16974
34,338,12577,1,42,15,6,2,6770,Tỉnh Thái Bình,Huyện Quỳnh Phụ,Xã Quỳnh Trang,Xóm 7 - Thôn Tiên Cầu,001,Thôn tiên cầu,2,322,200,2117,2121,Đã khảo sát 2021,3,535214.9999999999,56,396,56,495,56,1979,16632
34,338,12583,14,45,15,8,2,6774,Tỉnh Thái Bình,Huyện Quỳnh Phụ,Xã Đồng Tiến,Xóm 14 - Thôn Cổ Đẳng,006,Thôn Cổ Đẳng,2,265,150,3348,3368,Mới,3,535214.9999999999,56,361,56,451,56,1803,16245
34,339,12589,15,27,15,9,2,6779,Tỉnh Thái Bình,Huyện Hưng Hà,Xã Điệp Nông,Thôn Duyên Nông- xóm 12.2,010,Thôn Duyên Nông,2,207,200,3110,3138,Đã khảo sát 2020 và 2021,0,535214.9999999999,56,616,56,770,56,3078,16632
34,339,12601,6,57,15,11,2,6785,Tỉnh Thái Bình,Huyện Hưng Hà,Xã Canh Tân,Vế Tây,006,Vế Tây,2,314,200,1650,1675,Đã khảo sát 2020,3,535214.9999999999,56,406,56,507,56,2029,23142
34,339,12631,16,45,15,1,2,6802,Tỉnh Thái Bình,Huyện Hưng Hà,Xã Đông Đô,xóm 8.2-Thôn Hữu,005,Thôn Hữu,2,110,110,2790,2796,Đã khảo sát 2021,0,535214.9999999999,56,637,56,796,56,3186,28665
34,339,12643,7,52,15,3,2,6807,Tỉnh Thái Bình,Huyện Hưng Hà,Xã Thống Nhất,Thôn Lương Trang,007,Thôn Lương Trang,2,250,200,2591,2620,Đã khảo sát 2020 và 2021,3,535214.9999999999,56,510,56,637,56,2549,26520
34,339,12652,6,41,15,11,2,6811,Tỉnh Thái Bình,Huyện Hưng Hà,Xã Thái Phương,xóm 4- Hà nguyên,002,Hà Nguyên,2,144,140,3090,3119,Mới,0,535214.9999999999,56,619,56,774,56,3097,25379
34,339,12655,4,37,15,2,2,6813,Tỉnh Thái Bình,Huyện Hưng Hà,Xã Hòa Bình,Tân Dân,004,Tân Dân,2,321,150,1353,1375,Đã khảo sát 2020,3,535214.9999999999,56,298,56,372,56,1489,11026
34,339,12685,2,51,15,9,2,6827,Tỉnh Thái Bình,Huyện Hưng Hà,Xã Hồng Minh,Thôn Thọ Mỹ,002,Thôn Thọ Mỹ,2,131,130,2960,2995,Đã khảo sát 2021,0,535214.9999999999,56,632,56,790,56,3161,32232
34,340,12706,5,41,15,2,2,6838,Tỉnh Thái Bình,Huyện Đông Hưng,Xã Đông Cường,Thôn Xuân Thọ,004,xuân thọ,2,443,200,2221,2221,Mới,3,535214.9999999999,56,288,56,360,56,1438,11808
34,340,12709,3,47,15,6,2,6839,Tỉnh Thái Bình,Huyện Đông Hưng,Xã Phú Lương,Xóm 6+7 Thôn Duyên Phú,002,Thôn Duyên Phú,2,246,220,2359,2370,Đã khảo sát 2020,0,535214.9999999999,56,570,56,712,56,2849,26790
34,340,12721,2,41,15,7,2,6845,Tỉnh Thái Bình,Huyện Đông Hưng,Xã Minh Tân,thôn Hưng Sơn,002,Thôn Hưng Sơn,2,343,200,1797,1798,Đã khảo sát 2020 và 2021,3,535214.9999999999,56,372,56,464,56,1858,15252
34,340,12739,1,40,15,3,2,6852,Tỉnh Thái Bình,Huyện Đông Hưng,Xã Hồng Việt,Thôn Bá Thôn 1,001,Thôn Bá Thôn 1,2,351,200,2244,2245,Đã khảo sát 2021,3,535214.9999999999,56,363,56,454,56,1815,14520
34,340,12757,2,39,15,6,2,6859,Tỉnh Thái Bình,Huyện Đông Hưng,Xã Đông Các,Xóm Chùa - Thôn Bắc Lịch Động,001,Bắc Lịch Động,2,340,200,2584,2584,Mới,3,535214.9999999999,56,375,56,469,56,1874,14625
34,340,12769,4,29,15,1,2,6864,Tỉnh Thái Bình,Huyện Đông Hưng,Xã Đông Tân,Xóm 4 - Tây Thượng Liệt,004,Tây Thượng liệt,2,317,201,2021,2021,Đã khảo sát 2020,3,535214.9999999999,56,404,56,505,56,2020,11716
34,340,12784,6,49,15,5,2,6870,Tỉnh Thái Bình,Huyện Đông Hưng,Xã Trọng Quan,Xóm 10 Hưng Quan,004,Thôn Hưng Quan,2,135,136,2413,2420,Đã khảo sát 2020 và 2021,0,535214.9999999999,56,642,56,802,56,3209,31458
34,340,12802,7,44,15,7,2,6877,Tỉnh Thái Bình,Huyện Đông Hưng,Xã Đông Á,Thôn Đại đồng,007,Thôn Đại Đồng,2,356,200,2358,2359,Đã khảo sát 2021,3,535214.9999999999,56,358,56,447,56,1790,15752
34,340,12808,1,34,15,1,2,6878,Tỉnh Thái Bình,Huyện Đông Hưng,Xã Đông Hoàng,Xóm Thái Học - Thái Hòa 1,001,Thái Hoà 1,2,191,190,1865,1866,Mới,3,535214.9999999999,56,634,56,792,56,3169,21556
34,341,12826,2,48,15,1,1,6882,Tỉnh Thái Bình,Huyện Thái Thụy,Thị trấn Diêm Điền,Khu 6,006,Khu 6,1,357,200,2990,6692,Mới,3,80864.76,7,431,7,539,7,2157,20688
34,341,12850,5,36,15,9,2,6892,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thụy Ninh,Xóm 4 Thôn Đoài,002,Thôn Đoài,2,246,150,2059,2065,Đã khảo sát 2020,3,535214.9999999999,56,389,56,486,56,1943,14004
34,341,12862,1,43,15,9,2,6896,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thụy Xuân,Thôn Bình Xuân,001,Thôn Bình Xuân,2,359,150,2398,2401,Mới,3,535214.9999999999,56,266,56,333,56,1331,11438
34,341,12865,4,47,15,4,2,6898,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Dương Phúc,Thôn Lai Triều,004,Thôn Lai Triều,2,205,203,2864,2870,Đã khảo sát 2020 và 2021,0,535214.9999999999,56,631,56,789,56,3155,29657
34,341,12886,2,35,15,5,1,6905,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thụy Lương,Thôn Hổ Đội 2,002,Thôn Hổ Đội 2,2,409,200,1592,6697,Đã khảo sát 2021,2,80864.76,7,377,7,471,7,1883,13195
34,341,12910,3,43,15,3,2,6916,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Thái Nguyên,Thôn Bằng Lương,002,Thôn Bằng Lương,2,337,200,2182,2185,Đã khảo sát 2020,3,535214.9999999999,56,378,56,473,56,1891,16254
34,341,12925,10,33,15,12,2,6922,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Sơn Hà,Xóm 5 Thôn Nam Hưng Tây,004,Thôn Nam Hưng Tây,2,167,165,1983,3322,Đã khảo sát 2020 và 2021,0,535214.9999999999,56,630,56,787,56,3148,20790
34,341,12949,7,49,15,4,2,6930,Tỉnh Thái Bình,Huyện Thái Thụy,Xã Mỹ Lộc,Thôn Chỉ Thiện,003,Thôn Chỉ Thiện,2,380,166,2063,2068,Đã khảo sát 2021,0,535214.9999999999,56,278,56,348,56,1392,13622
34,342,12988,2,46,15,7,2,6943,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Đông Xuyên,Xóm 5a-Thôn Quý Đức,002,Thôn Quý Đức,2,232,234,1989,2005,Đã khảo sát 2020,0,535214.9999999999,56,643,56,803,56,3213,29578
34,342,13000,1,48,15,3,2,6948,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Đông Hoàng,Thôn Chỉ Trung,001,Thôn Chỉ Trung,2,317,200,2143,2163,Mới,3,535214.9999999999,56,402,56,502,56,2010,19296
34,342,13018,3,46,15,12,2,6956,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Đông Cơ,"Tổ sản xuất số 3,4 - thôn Lương Điền",001,Lương Điền,2,284,180,2258,2267,Đã khảo sát 2021,3,535214.9999999999,56,404,56,505,56,2019,18584
34,342,13045,6,48,15,5,2,6968,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Nam Chính,Thôn Hữu Vy Nam,005,Hữu Vy Nam,2,415,215,1899,1911,Đã khảo sát 2020,3,535214.9999999999,56,330,56,413,56,1650,15840
34,342,13060,2,52,15,8,2,6974,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Nam Trung,Xóm 13-Thôn Vĩnh Trà,001,Thôn Vĩnh Trà,2,251,200,2980,3012,Đã khảo sát 2020 và 2021,3,535214.9999999999,56,508,56,635,56,2538,26416
34,342,13066,4,39,15,7,2,6978,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Nam Hưng,Xóm 6+7- Thôn Tân Trào,002,Tân Trào,2,263,262,1714,1717,Mới,0,535214.9999999999,56,635,56,793,56,3174,24765
34,342,13072,3,32,15,10,2,6981,Tỉnh Thái Bình,Huyện Tiền Hải,Xã Nam Phú,Xóm 3- Thôn Bình Thành,003,Bình Thành,2,174,170,1427,1439,Đã khảo sát 2021,0,535214.9999999999,56,623,56,778,56,3113,19936
34,343,13102,3,31,15,5,2,6993,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Lê Lợi,Văn Hanh,002,Văn Hanh,2,310,200,2285,3022,Mới,3,535214.9999999999,56,411,56,514,56,2055,12741
34,343,13105,1,36,15,4,2,6994,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Quyết Tiến,Đông Tiến,001,Đông Tiến,2,152,150,1705,1709,Đã khảo sát 2020,0,535214.9999999999,56,629,56,786,56,3144,22644
34,343,13126,3,63,15,11,2,7001,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Vũ Ninh,Thôn Đại Đồng,003,Thôn Đại Đồng,2,209,200,2665,2674,Đã khảo sát 2020 và 2021,0,535214.9999999999,56,610,56,762,56,3049,38430
34,343,13144,1,44,15,8,2,7008,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Quang Bình,Đội 9 - Thôn Hoa Thám,008,Thôn Hoa Thám,2,253,180,3240,3254,Đã khảo sát 2021,3,535214.9999999999,56,453,56,567,56,2267,19932
34,343,13171,3,41,15,12,2,7019,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Minh Quang,Xóm Bắc Thôn Nguyên Kinh 1,003,Nguyên Kinh 1,2,144,144,1877,1967,Đã khảo sát 2020,0,535214.9999999999,56,637,56,796,56,3186,26117
34,343,13183,5,55,15,2,2,7025,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Bình Thanh,Thôn Đa Cốc,003,Đa Cốc,2,331,200,1793,1798,Đã khảo sát 2020 và 2021,3,535214.9999999999,56,385,56,481,56,1925,21175
34,343,13189,2,47,15,4,2,7028,Tỉnh Thái Bình,Huyện Kiến Xương,Xã Hồng Tiến,Tân Thành,002,Tân Thành,2,359,152,1705,1709,Mới,0,535214.9999999999,56,270,56,337,56,1349,12690
34,344,13192,8,45,15,3,1,7030,Tỉnh Thái Bình,Huyện Vũ Thư,Thị trấn Vũ Thư,An Bình 1,009,An Bình 1,1,149,149,1470,1485,Đã khảo sát 2021,0,80864.76,7,770,7,963,7,3851,34650
34,344,13201,8,53,15,11,2,7034,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Xuân Hòa,Xóm Hồng Thái Thôn Cự Lâm,001,Cự Lâm,2,373,200,2660,2674,Đã khảo sát 2021,3,535214.9999999999,56,342,56,427,56,1708,18126
34,344,13222,6,31,15,10,2,7046,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Minh Lãng,xóm 9 Thôn Bùi Xá,005,Thôn Bùi Xá,2,239,150,3572,3581,Đã khảo sát 2020,3,535214.9999999999,56,400,56,500,56,1999,12400
34,344,13237,1,43,15,6,2,7052,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Tam Quang,Thôn Hòa Bình,001,Thôn Hòa Bình,2,201,200,1811,1829,Đã khảo sát 2020 và 2021,0,535214.9999999999,56,634,56,792,56,3170,27262
34,344,13249,7,44,15,2,2,7059,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Song An,Gia Hội,006,Thôn Gia Hội,2,248,160,2259,2279,Đã khảo sát 2021,3,535214.9999999999,56,411,56,514,56,2055,18084
34,344,13255,13,53,15,12,2,7063,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Vũ Hội,Thôn Mỹ Am 1,006,Thôn Mỹ Am,2,179,178,3545,3571,Mới,0,535214.9999999999,56,634,56,792,56,3168,33602
34,344,13270,8,29,15,8,2,7070,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Vũ Đoài,Thôn 7,007,Thôn 7,2,194,190,2052,2061,Đã khảo sát 2020,0,535214.9999999999,56,624,56,780,56,3120,18096
34,344,13282,8,40,15,1,2,7077,Tỉnh Thái Bình,Huyện Vũ Thư,Xã Hồng Phong,Tương Đông,008,Tương Đông,2,311,195,2527,2543,Đã khảo sát 2020 và 2021,3,535214.9999999999,56,400,56,499,56,1998,16000
35,347,13285,10,47,15,5,1,7079,Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Quang Trung,Tổ 6.1,006,Tổ 6,1,164,157,1946,2051,Đã khảo sát 2021,0,74927.16,13,368,13,460,13,1839,17296
35,347,13291,23,57,15,12,1,7086,Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Lê Hồng Phong,Tổ dân phố số 6.4,006,Tổ dân phố số 6,1,175,155,6838,7526,Đã khảo sát 2020 và 2021,0,74927.16,13,340,13,425,13,1702,19380
35,347,13297,7,60,15,7,1,7094,Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Hai Bà Trưng,Tổ 7+Tổ Bảo Thôn,007,Tổ 7 + Tổ Bảo Thôn,1,244,271,2010,2091,Đã khảo sát 2020,0,74927.16,13,427,13,533,13,2134,25620
35,347,13306,1,52,15,9,2,7102,Tỉnh Hà Nam,Thành phố Phủ Lý,Xã Phù Vân,Thôn 1.1,001,Thôn 1,2,173,120,3669,4114,Mới,0,202146,28,334,28,417,28,1669,17368
35,347,13318,19,42,15,4,1,7117,Tỉnh Hà Nam,Thành phố Phủ Lý,Phường Châu Sơn,TDP Nam Sơn 2,009,Tổ dân phố Nam Sơn 2,1,165,166,3272,3401,Đã khảo sát 2021,0,74927.16,13,387,13,483,13,1933,16254
35,347,13372,7,58,15,9,2,7120,Tỉnh Hà Nam,Thành phố Phủ Lý,Xã Tiên Hiệp,Thôn Phú Ngòi 3,003,Thôn Phú Ngòi,2,214,207,1433,1513,Đã khảo sát 2021,0,202146,28,466,28,582,28,2328,27028
35,347,13426,3,42,15,8,2,7122,Tỉnh Hà Nam,Thành phố Phủ Lý,Xã Kim Bình,Thôn Đồng Tiến 3,001,Thôn Đồng Tiến,2,202,200,1909,1943,Mới,0,202146,28,477,28,596,28,2383,20034
35,347,13447,9,54,15,2,2,7126,Tỉnh Hà Nam,Thành phố Phủ Lý,Xã Liêm Tiết,Thôn Văn Lâm 1.2,005,Thôn Văn Lâm 1,2,132,122,1811,1898,Đã khảo sát 2020 và 2021,0,202146,28,445,28,556,28,2224,24030
35,349,13321,6,49,15,9,1,7135,Tỉnh Hà Nam,Thị xã Duy Tiên,Phường Đồng Văn,Tổ 1 phố NHT,001,Nguyễn Hữu Tiến,1,285,285,2962,3347,Mới,0,74927.16,13,384,13,480,13,1921,18816
35,349,13324,1,41,15,10,1,7137,Tỉnh Hà Nam,Thị xã Duy Tiên,Phường Hòa Mạc,Khánh Hòa,001,Khánh Hoà,1,90,74,2653,2607,Đã khảo sát 2020 và 2021,0,74927.16,13,316,13,395,13,1580,12956
35,349,13327,9,51,15,4,2,7140,Tỉnh Hà Nam,Thị xã Duy Tiên,Xã Mộc Bắc,Xóm 8 - Yên Từ,004,Yên Từ,2,134,123,2021,2079,Đã khảo sát 2020,0,202146,28,442,28,552,28,2209,22542
35,349,13330,10,53,15,11,1,7142,Tỉnh Hà Nam,Thị xã Duy Tiên,Phường Châu Giang,Chuyên Thiện 2– Châu Giang,007,Chuyên Thiện,2,210,144,5496,5430,Mới,0,74927.16,13,263,13,329,13,1317,13939
35,349,13342,11,51,15,3,1,7154,Tỉnh Hà Nam,Thị xã Duy Tiên,Phường Duy Hải,Tam Giáp 2,005,Tổ dân phố Tam Giáp,2,118,112,1728,1885,Đã khảo sát 2021,2,74927.16,13,365,13,456,13,1824,18615
35,349,13348,14,49,15,6,1,7159,Tỉnh Hà Nam,Thị xã Duy Tiên,Phường Yên Bắc,Thôn trại Lũng Xuyên 2,007,Thôn Trại Lũng Xuyên,2,147,119,4290,3251,Đã khảo sát 2020 và 2021,0,74927.16,13,311,13,389,13,1555,15239
35,349,13354,12,59,15,12,1,7165,Tỉnh Hà Nam,Thị xã Duy Tiên,Phường Tiên Nội,Hòa A 1,007,Hoà A,2,150,147,2353,2350,Đã khảo sát 2020,0,74927.16,13,377,13,471,13,1883,22243
35,349,13357,2,46,15,7,1,7166,Tỉnh Hà Nam,Thị xã Duy Tiên,Phường Hoàng Đông,Ngọc Động 2,001,Ngọc Động,2,138,134,2745,2903,Đã khảo sát 2021,0,74927.16,13,373,13,466,13,1866,17158
35,350,13390,15,48,15,2,2,7183,Tỉnh Hà Nam,Huyện Kim Bảng,Xã Đại Cương,Xóm 1 - Nông vụ,010,Thôn Nông Vụ,2,212,180,2382,2511,Mới,0,202146,28,409,28,511,28,2043,19632
35,350,13399,1,47,15,1,2,7188,Tỉnh Hà Nam,Huyện Kim Bảng,Xã Nhật Tựu,Thôn Nhật Tựu 1,001,Thôn Nhật Tựu,2,150,146,1679,1745,Đã khảo sát 2020 và 2021,0,202146,28,468,28,586,28,2342,21996
35,350,13405,8,55,15,10,2,7194,Tỉnh Hà Nam,Huyện Kim Bảng,Xã Đồng Hóa,Xóm 5 Lạc Nhuế C,005,Xóm 5 Lạc Nhuế,2,144,142,3139,3183,Đã khảo sát 2020,0,202146,28,475,28,593,28,2373,26125
35,350,13420,11,38,15,6,2,7205,Tỉnh Hà Nam,Huyện Kim Bảng,Xã Khả Phong,Thôn Đoài,014,Thôn Đoài,2,125,100,1895,1977,Mới,0,202146,28,385,28,481,28,1925,14630
35,350,13429,5,43,15,3,1,7208,Tỉnh Hà Nam,Huyện Kim Bảng,Thị trấn Ba Sao,Tổ dân phố số 3 A,004,Tổ dân phố số 3,1,126,113,1681,1721,Mới,0,74927.16,13,345,13,431,13,1723,14835
35,350,13432,6,53,15,5,2,7210,Tỉnh Hà Nam,Huyện Kim Bảng,Xã Liên Sơn,Thôn Đồng Sơn 2,002,Đồng Sơn,2,183,176,1183,1168,Đã khảo sát 2021,0,202146,28,463,28,579,28,2314,24539
35,350,13438,14,46,15,9,2,7215,Tỉnh Hà Nam,Huyện Kim Bảng,Xã Thanh Sơn,Xóm 15 Hồng Sơn C,007,Xóm 15 - Hồng Sơn,2,128,133,1849,2066,Đã khảo sát 2020 và 2021,0,202146,28,500,28,625,28,2501,23000
35,351,13453,20,54,15,1,2,7224,Tỉnh Hà Nam,Huyện Thanh Liêm,Xã Thanh Hà,Thôn Quang Trung 2,007,Thôn Quang Trung,2,127,124,3752,3798,Mới,0,202146,28,470,28,587,28,2350,25380
35,351,13456,5,53,15,8,2,7225,Tỉnh Hà Nam,Huyện Thanh Liêm,Xã Liêm Cần,Xóm Vực 1,002,Thôn Vực Trại Nhuế,2,222,215,2523,2614,Đã khảo sát 2020,0,202146,28,466,28,583,28,2331,24698
35,351,13483,3,51,15,4,2,7239,Tỉnh Hà Nam,Huyện Thanh Liêm,Xã Liêm Sơn,Thôn Nghè 1,003,Thôn Nghè,2,222,208,2592,2624,Đã khảo sát 2021,0,202146,28,451,28,564,28,2255,23001
35,351,13489,2,46,15,3,2,7244,Tỉnh Hà Nam,Huyện Thanh Liêm,Xã Thanh Nghị,Thôn Nham Kênh 2,001,Thôn Nham Kênh,2,179,176,3146,3330,Đã khảo sát 2020 và 2021,0,202146,28,473,28,592,28,2366,21758
35,351,13498,8,60,15,11,2,7251,Tỉnh Hà Nam,Huyện Thanh Liêm,Xã Thanh Hải,Thôn Cổ Động 2,003,Thôn Cổ Động,2,181,170,2950,3008,Đã khảo sát 2020,0,202146,28,452,28,565,28,2260,27120
35,352,13522,3,38,15,12,2,7266,Tỉnh Hà Nam,Huyện Bình Lục,Xã Hưng Công,Cổ Viễn 1,003,Cổ Viễn,2,160,162,1916,1916,Đã khảo sát 2021,0,202146,28,487,28,609,28,2437,18506
35,352,13528,6,36,15,3,2,7270,Tỉnh Hà Nam,Huyện Bình Lục,Xã An Ninh,Thôn 4,004,Thôn An Tâm,2,219,197,1859,2002,Mới,0,202146,28,433,28,541,28,2165,15588
35,352,13531,8,46,15,7,2,7272,Tỉnh Hà Nam,Huyện Bình Lục,Xã Bồ Đề,Thôn 3,006,Thôn 3 (thôn 6 cũ),2,122,114,2012,2031,Đã khảo sát 2020 và 2021,0,202146,28,450,28,562,28,2249,20700
35,352,13540,18,50,15,2,2,7278,Tỉnh Hà Nam,Huyện Bình Lục,Xã An Nội,Thôn Câu Trung,018,Thôn 4,2,119,116,2596,2665,Đã khảo sát 2020,0,202146,28,469,28,586,28,2346,23450
35,352,13543,6,50,15,8,2,7279,Tỉnh Hà Nam,Huyện Bình Lục,Xã Vũ Bản,Thôn 2,006,Thôn 2,2,112,103,2862,2889,Đã khảo sát 2021,0,202146,28,443,28,553,28,2213,22150
35,352,13561,12,38,15,10,2,7292,Tỉnh Hà Nam,Huyện Bình Lục,Xã An Lão,Thôn Bói Kênh 2,007,Thôn Bói Kênh,2,164,162,3401,3398,Đã khảo sát 2021,0,202146,28,475,28,594,28,2377,18050
35,353,13570,8,35,15,5,2,7300,Tỉnh Hà Nam,Huyện Lý Nhân,Xã Nguyên Lý,Thư Lâu 2,008,Thư Lâu 2,2,189,182,2935,2950,Đã khảo sát 2020 và 2021,0,202146,28,463,28,579,28,2317,16205
35,353,13576,14,42,15,6,2,7307,Tỉnh Hà Nam,Huyện Lý Nhân,Xã Chân Lý,Xóm 1 Hào Châu,013,Xóm 1 Hào Châu,2,199,159,3575,3564,Đã khảo sát 2020,0,202146,28,385,28,481,28,1923,16170
35,353,13582,5,49,15,7,2,7311,Tỉnh Hà Nam,Huyện Lý Nhân,Xã Công Lý,Thống Nhất 1,005,Xóm Thống Nhất,2,174,169,3184,3216,Mới,0,202146,28,467,28,584,28,2337,22883
35,353,13597,7,51,15,5,1,7323,Tỉnh Hà Nam,Huyện Lý Nhân,Thị trấn Vĩnh Trụ,Xóm 7,007,Xóm 7,2,229,234,3586,3600,Mới,0,74927.16,13,393,13,491,13,1963,20043
35,353,13612,10,42,15,11,2,7333,Tỉnh Hà Nam,Huyện Lý Nhân,Xã Nhân Nghĩa,Kinh Khê,010,Thôn Kinh Khê,2,68,58,4931,4998,Đã khảo sát 2021,0,202146,28,411,28,513,28,2053,17262
35,353,13621,3,59,15,4,2,7338,Tỉnh Hà Nam,Huyện Lý Nhân,Xã Phú Phúc,Xóm 3,003,Xóm 3,2,202,202,3091,3167,Đã khảo sát 2020 và 2021,0,202146,28,481,28,602,28,2407,28379
35,353,13627,19,53,15,1,2,7345,Tỉnh Hà Nam,Huyện Lý Nhân,Xã Tiến Thắng,Xóm 19,019,Thôn 7,2,162,157,2804,2815,Đã khảo sát 2020,0,202146,28,466,28,583,28,2332,24698
36,356,13633,6,38,15,12,1,7350,Tỉnh Nam Định,Thành phố Nam Định,Phường Hạ Long,Tổ dân phố số 11,009,Tổ dân phố số 11,1,92,107,4553,5171,Mới,0,112830.4,13,673,13,841,13,3365,25574
36,356,13645,2,55,15,11,1,7359,Tỉnh Nam Định,Thành phố Nam Định,Phường Quang Trung,Tổ dân phố số 26,026,Tổ dân phố số 26,1,122,122,2495,2498,Đã khảo sát 2020,0,112830.4,13,579,13,723,13,2893,31845
36,356,13657,3,56,15,3,1,7366,Tỉnh Nam Định,Thành phố Nam Định,Phường Trường Thi,Tổ dân phố số 23,023,Tổ dân phố số 23,1,100,118,4545,4708,Đã khảo sát 2020 và 2021,0,112830.4,13,683,13,853,13,3414,38248
36,356,13669,13,44,15,6,1,7375,Tỉnh Nam Định,Thành phố Nam Định,Phường Trần Đăng Ninh,Tổ dân phố 14 + Tổ dân phố 15,014+015,Tổ dân phố số 14+Tổ dân phố số 15,1,139,142,2536,2605,Đã khảo sát 2021,0,112830.4,13,591,13,739,13,2956,26004
36,356,13684,9,43,15,10,1,7385,Tỉnh Nam Định,Thành phố Nam Định,Phường Lộc Hạ,Khu Đông Mạc 2A,005,Tổ dân phố số 5,1,214,214,3962,4070,Mới,0,112830.4,13,579,13,723,13,2893,24897
36,356,13687,12,46,15,1,1,7388,Tỉnh Nam Định,Thành phố Nam Định,Phường Lộc Vượng,Tổ dân phố số 18,018,Tổ dân phố số 18,1,141,152,5391,5647,Đã khảo sát 2021,0,112830.4,13,624,13,780,13,3119,28704
36,356,13693,9,49,15,4,1,7392,Tỉnh Nam Định,Thành phố Nam Định,Phường Lộc Hòa,Xóm 5 Phú Ốc A,008,Xóm 5 Phú Ốc,2,72,70,11902,12390,Mới,0,112830.4,13,563,13,703,13,2813,27587
36,356,13696,7,49,15,5,2,7396,Tỉnh Nam Định,Thành phố Nam Định,Xã Nam Phong,Xóm Tiền Phong,006,Xóm Tiền Phong,2,105,105,2477,2578,Mới,0,455793.3,52,584,52,730,52,2922,28616
