tentinh,tenhuyen,tenxa,tendb,wb_poverty,count
Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Châu,Thôn Sinh Cờ - xã Sơn Châu,extreme poverty,12413.333333333334
Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Châu,Thôn Sinh Cờ - xã Sơn Châu,normal,10861.666666666668
Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Giang,Thôn 3 - Sơn Giang,extreme poverty,23012
Hà Tĩnh,Huyện Hương Sơn,Xã Sơn Trường,"Thôn 4, Sơn Trường",extreme poverty,19695
Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Khang,Trung Tiến 1,extreme poverty,10340
Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Khang,Trung Tiến 1,normal,5170
Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Thượng,Phúc Sơn,extreme poverty,26000
Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Tiến,Kim Nam Tiến 2,extreme poverty,20360
Hà Tĩnh,Huyện Kỳ Anh,Xã Kỳ Tân,Trung Đức 1,extreme poverty,20202
Hà Tĩnh,Huyện Lộc Hà,Thị trấn Lộc Hà,Xuân Hải 1,extreme poverty,33297.333333333336
Hà Tĩnh,Huyện Lộc Hà,Thị trấn Lộc Hà,Xuân Hải 1,normal,5122.666666666667
Hà Tĩnh,Huyện Lộc Hà,Xã Hộ Độ,Đồng Xuân 2,extreme poverty,10513.066666666666
Hà Tĩnh,Huyện Lộc Hà,Xã Hộ Độ,Đồng Xuân 2,normal,12014.933333333332
Hà Tĩnh,Huyện Lộc Hà,Xã Phù Lưu,Thanh Lương 1,extreme poverty,28690.666666666668
Hà Tĩnh,Huyện Lộc Hà,Xã Phù Lưu,Thanh Lương 1,normal,2049.3333333333335
Hà Tĩnh,Huyện Lộc Hà,Xã Thạch Kim,Xuân Phượng 3,extreme poverty,2192
Hà Tĩnh,Huyện Lộc Hà,Xã Thạch Kim,Xuân Phượng 3,normal,30688
Hà Tĩnh,Huyện Nghi Xuân,Thị trấn Xuân An,Tổ dân phố 9,extreme poverty,12707.2
Hà Tĩnh,Huyện Nghi Xuân,Thị trấn Xuân An,Tổ dân phố 9,normal,11118.800000000001
Hà Tĩnh,Huyện Nghi Xuân,Xã Cương Gián,Nam Mới 1,extreme poverty,7310.933333333333
Hà Tĩnh,Huyện Nghi Xuân,Xã Cương Gián,Nam Mới 1,normal,6397.066666666667
Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Giang,Hồng Thịnh,extreme poverty,20338.666666666664
Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Giang,Hồng Thịnh,normal,10169.333333333332
Hà Tĩnh,Huyện Nghi Xuân,Xã Xuân Mỹ,Thôn Phúc Mỹ,extreme poverty,22264
Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Liên,Lợi,extreme poverty,34650
Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Lưu,Trung Nam,extreme poverty,26006.399999999998
Hà Tĩnh,Huyện Thạch Hà,Xã Thạch Lưu,Trung Nam,normal,1857.6
Hà Tĩnh,Huyện Thạch Hà,Xã Tân Lâm Hương,Tiến Bộ,extreme poverty,27504
Hà Tĩnh,Huyện Vũ Quang,Xã Hương Minh,Thôn Hợp Lợi,extreme poverty,26460
Hà Tĩnh,Huyện Vũ Quang,Xã Ân Phú,Thôn 2,extreme poverty,24615
Hà Tĩnh,Huyện Vũ Quang,Xã Đức Bồng,Thôn 7,extreme poverty,17371.199999999997
Hà Tĩnh,Huyện Vũ Quang,Xã Đức Bồng,Thôn 7,normal,4342.799999999999
Hà Tĩnh,Huyện Đức Thọ,Xã Lâm Trung Thủy,Hòa Bình,extreme poverty,18654.533333333333
Hà Tĩnh,Huyện Đức Thọ,Xã Lâm Trung Thủy,Hòa Bình,normal,6783.466666666666
Hà Tĩnh,Huyện Đức Thọ,Xã Lâm Trung Thủy,Trung Đông,extreme poverty,11308.8
Hà Tĩnh,Huyện Đức Thọ,Xã Lâm Trung Thủy,Trung Đông,normal,7539.2
Hà Tĩnh,Huyện Đức Thọ,Xã Thanh Bình Thịnh,Bình Hà 3,extreme poverty,12549.6
Hà Tĩnh,Huyện Đức Thọ,Xã Thanh Bình Thịnh,Bình Hà 3,normal,8366.400000000001
Hà Tĩnh,Huyện Đức Thọ,Xã Yên Hồ,Trung Văn Minh,extreme poverty,18161.333333333336
Hà Tĩnh,Huyện Đức Thọ,Xã Yên Hồ,Trung Văn Minh,normal,9080.666666666668
Hà Tĩnh,Huyện Đức Thọ,Xã Đức Lạng,Vĩnh Yên,extreme poverty,19138.399999999998
Hà Tĩnh,Huyện Đức Thọ,Xã Đức Lạng,Vĩnh Yên,normal,4784.5999999999995
Hà Tĩnh,Thành phố Hà Tĩnh,Phường Hà Huy Tập,Tổ dân phố 7b,extreme poverty,9504
Hà Tĩnh,Thành phố Hà Tĩnh,Phường Hà Huy Tập,Tổ dân phố 7b,normal,14256
Hà Tĩnh,Thành phố Hà Tĩnh,Phường Thạch Linh,TDP Tuy Hòa 1,extreme poverty,19524.266666666666
Hà Tĩnh,Thành phố Hà Tĩnh,Phường Thạch Linh,TDP Tuy Hòa 1,normal,17083.733333333334
Hà Tĩnh,Thành phố Hà Tĩnh,Phường Đại Nài,Tổ dân phố 8,extreme poverty,20038.4
Hà Tĩnh,Thành phố Hà Tĩnh,Phường Đại Nài,Tổ dân phố 8,normal,17533.600000000002
Hà Tĩnh,Thành phố Hà Tĩnh,Xã Thạch Bình,Tây Bắc,extreme poverty,27610.8
Hà Tĩnh,Thành phố Hà Tĩnh,Xã Thạch Bình,Tây Bắc,normal,1972.2
Hà Tĩnh,Thị xã Hồng Lĩnh,Phường Nam Hồng,Tổ dân phố 5 A,normal,28700
Hà Tĩnh,Thị xã Hồng Lĩnh,Phường Trung Lương,TDP Hầu Đền,normal,28188
Hà Tĩnh,Thị xã Hồng Lĩnh,Xã Thuận Lộc,Thôn Thuận Giang,normal,19532
Hà Tĩnh,Thị xã Kỳ Anh,Phường Hưng Trí,TDP Hưng Lợi 1,extreme poverty,6251
Hà Tĩnh,Thị xã Kỳ Anh,Phường Hưng Trí,TDP Hưng Lợi 1,normal,7144
Hà Tĩnh,Thị xã Kỳ Anh,Phường Kỳ Long,TDP Long Thành,extreme poverty,16090.8
Hà Tĩnh,Thị xã Kỳ Anh,Phường Kỳ Long,TDP Long Thành,normal,10727.199999999999
Hà Tĩnh,Thị xã Kỳ Anh,Phường Kỳ Phương,TDP Hồng Hải 1,extreme poverty,22153.600000000002
Hà Tĩnh,Thị xã Kỳ Anh,Phường Kỳ Phương,TDP Hồng Hải 1,normal,5538.4000000000005
Hưng Yên,Huyện Khoái Châu,Xã An Vĩ,Thôn Hạ - địa bàn 7,extreme poverty,17833.333333333332
Hưng Yên,Huyện Khoái Châu,Xã An Vĩ,Thôn Hạ - địa bàn 7,normal,8916.666666666666
Hưng Yên,Huyện Khoái Châu,Xã Bình Minh,Thôn Thiết Trụ - Xóm 5,extreme poverty,21146.4
Hưng Yên,Huyện Khoái Châu,Xã Bình Minh,Thôn Thiết Trụ - Xóm 5,normal,7689.6
Hưng Yên,Huyện Khoái Châu,Xã Chí Tân,Thôn Cốc Phong - địa bàn 2,extreme poverty,13004.8
Hưng Yên,Huyện Khoái Châu,Xã Chí Tân,Thôn Cốc Phong - địa bàn 2,normal,11379.199999999999
Hưng Yên,Huyện Khoái Châu,Xã Tân Châu,Xóm Hồng Phong,extreme poverty,12361.066666666668
Hưng Yên,Huyện Khoái Châu,Xã Tân Châu,Xóm Hồng Phong,normal,10815.933333333334
Hưng Yên,Huyện Khoái Châu,Xã Tân Dân,Thôn Bãi Sậy 2 - Địa bàn 4,extreme poverty,14364
Hưng Yên,Huyện Khoái Châu,Xã Tân Dân,Thôn Bãi Sậy 2 - Địa bàn 4,normal,7182
Hưng Yên,Huyện Khoái Châu,Xã Việt Hòa,Xóm 9- Thôn Lôi Cầu,extreme poverty,20480
Hưng Yên,Huyện Khoái Châu,Xã Việt Hòa,Xóm 9- Thôn Lôi Cầu,normal,10240
Hưng Yên,Huyện Khoái Châu,Xã Đông Tảo,Xóm Tân Tiến,extreme poverty,10774.4
Hưng Yên,Huyện Khoái Châu,Xã Đông Tảo,Xóm Tân Tiến,normal,16161.6
Hưng Yên,Huyện Kim Động,Thị trấn Lương Bằng,Thôn Đồng Lý địa bàn 003,extreme poverty,11556.800000000001
Hưng Yên,Huyện Kim Động,Thị trấn Lương Bằng,Thôn Đồng Lý địa bàn 003,normal,17335.2
Hưng Yên,Huyện Kim Động,Xã Chính Nghĩa,Thôn Dưỡng Phú đb 008,extreme poverty,13887.866666666667
Hưng Yên,Huyện Kim Động,Xã Chính Nghĩa,Thôn Dưỡng Phú đb 008,normal,5050.133333333333
Hưng Yên,Huyện Kim Động,Xã Ngọc Thanh,Thanh Cù đb 014,extreme poverty,15478.666666666666
Hưng Yên,Huyện Kim Động,Xã Ngọc Thanh,Thanh Cù đb 014,normal,7739.333333333333
Hưng Yên,Huyện Kim Động,Xã Phạm Ngũ Lão,Tiên Quán địa bàn 014,extreme poverty,18352
Hưng Yên,Huyện Kim Động,Xã Phạm Ngũ Lão,Tiên Quán địa bàn 014,normal,16058
Hưng Yên,Huyện Phù Cừ,Xã Tam Đa,Xóm 10 Thôn Ngũ Phúc,extreme poverty,22651.2
Hưng Yên,Huyện Phù Cừ,Xã Tam Đa,Xóm 10 Thôn Ngũ Phúc,normal,3484.8
Hưng Yên,Huyện Phù Cừ,Xã Tống Phan,Phía tây - Thôn Phan Xá,extreme poverty,15177.066666666668
Hưng Yên,Huyện Phù Cừ,Xã Tống Phan,Phía tây - Thôn Phan Xá,normal,2334.9333333333334
Hưng Yên,Huyện Phù Cừ,Xã Tống Phan,Thôn Hạ Cát - Khu 3,extreme poverty,27052.666666666664
Hưng Yên,Huyện Phù Cừ,Xã Tống Phan,Thôn Hạ Cát - Khu 3,normal,1932.3333333333333
Hưng Yên,Huyện Tiên Lữ,Xã Dị Chế,Thôn Dị Chế (địa bàn 7),extreme poverty,15253.333333333332
Hưng Yên,Huyện Tiên Lữ,Xã Dị Chế,Thôn Dị Chế (địa bàn 7),normal,7626.666666666666
Hưng Yên,Huyện Tiên Lữ,Xã Hải Triều,Thôn Triều Dương (địa bàn 1),extreme poverty,28560
Hưng Yên,Huyện Tiên Lữ,Xã Hải Triều,Thôn Triều Dương (địa bàn 1),normal,7140
Hưng Yên,Huyện Tiên Lữ,Xã Lệ Xá,Thôn Giai Lệ (địa bàn 1),extreme poverty,22722.933333333334
Hưng Yên,Huyện Tiên Lữ,Xã Lệ Xá,Thôn Giai Lệ (địa bàn 1),normal,1623.0666666666666
Hưng Yên,Huyện Văn Giang,Thị trấn Văn Giang,Đan Nhiễm (Địa bàn số 18),extreme poverty,20742.4
Hưng Yên,Huyện Văn Giang,Thị trấn Văn Giang,Đan Nhiễm (Địa bàn số 18),normal,5185.6
Hưng Yên,Huyện Văn Giang,Xã Cửu Cao,Thôn Nguyễn (Địa bàn số 3),extreme poverty,23433.666666666668
Hưng Yên,Huyện Văn Giang,Xã Cửu Cao,Thôn Nguyễn (Địa bàn số 3),normal,8521.333333333334
Hưng Yên,Huyện Văn Giang,Xã Liên Nghĩa,Bá Khê (Địa bàn số 20),extreme poverty,20308.2
Hưng Yên,Huyện Văn Giang,Xã Liên Nghĩa,Bá Khê (Địa bàn số 20),normal,7384.8
Hưng Yên,Huyện Văn Giang,Xã Phụng Công,Thôn Bến Chùa (Địa bàn số 9),extreme poverty,24876.8
Hưng Yên,Huyện Văn Giang,Xã Phụng Công,Thôn Bến Chùa (Địa bàn số 9),normal,3827.2
Hưng Yên,Huyện Văn Giang,Xã Thắng Lợi,Thôn Xâm Trong(Địa bàn số 10),extreme poverty,30305.6
Hưng Yên,Huyện Văn Giang,Xã Thắng Lợi,Thôn Xâm Trong(Địa bàn số 10),normal,4662.4
Hưng Yên,Huyện Văn Giang,Xã Xuân Quan,Chung cư West Bay tòa C (Địa bàn số 31),normal,24906
Hưng Yên,Huyện Văn Lâm,Thị trấn Như Quỳnh,Thôn Hành lạc ( Địa bàn 32),extreme poverty,1180.4
Hưng Yên,Huyện Văn Lâm,Thị trấn Như Quỳnh,Thôn Hành lạc ( Địa bàn 32),normal,16525.600000000002
Hưng Yên,Huyện Văn Lâm,Xã Lương Tài,Thôn Lương Tài,extreme poverty,31197.4
Hưng Yên,Huyện Văn Lâm,Xã Lương Tài,Thôn Lương Tài,normal,4799.6
Hưng Yên,Huyện Văn Lâm,Xã Lạc Hồng,Thôn Hồng Cầu (Địa bàn 14),extreme poverty,9986.666666666666
Hưng Yên,Huyện Văn Lâm,Xã Lạc Hồng,Thôn Hồng Cầu (Địa bàn 14),normal,27463.333333333332
Hưng Yên,Huyện Văn Lâm,Xã Minh Hải,Thôn Ao (Địa bàn 17),extreme poverty,23430.4
Hưng Yên,Huyện Văn Lâm,Xã Minh Hải,Thôn Ao (Địa bàn 17),normal,5857.6
Hưng Yên,Huyện Văn Lâm,Xã Đại Đồng,Thôn Văn Ổ (Địa bàn 2),extreme poverty,31612.800000000003
Hưng Yên,Huyện Văn Lâm,Xã Đại Đồng,Thôn Văn Ổ (Địa bàn 2),normal,7903.200000000001
Hưng Yên,Huyện Yên Mỹ,Xã Nghĩa Hiệp,Thôn Thanh Xá (Xóm 1 Thôn Thanh Xá),extreme poverty,2416.266666666667
Hưng Yên,Huyện Yên Mỹ,Xã Nghĩa Hiệp,Thôn Thanh Xá (Xóm 1 Thôn Thanh Xá),normal,33827.73333333334
Hưng Yên,Huyện Yên Mỹ,Xã Tân Lập,Thôn Hào Xuyên ( Xóm 1),extreme poverty,1760
Hưng Yên,Huyện Yên Mỹ,Xã Tân Lập,Thôn Hào Xuyên ( Xóm 1),normal,11440
Hưng Yên,Huyện Yên Mỹ,Xã Yên Hòa,Thôn Thái Hoà (Phía Tây thôn ),extreme poverty,17372.8
Hưng Yên,Huyện Yên Mỹ,Xã Yên Hòa,Thôn Thái Hoà (Phía Tây thôn ),normal,15201.199999999999
Hưng Yên,Huyện Yên Mỹ,Xã Yên Phú,Bình Phú - ĐB 18,extreme poverty,13568
Hưng Yên,Huyện Yên Mỹ,Xã Yên Phú,Bình Phú - ĐB 18,normal,20352
Hưng Yên,Huyện Yên Mỹ,Xã Đồng Than,Đồng Than - ĐB 13,extreme poverty,10525.2
Hưng Yên,Huyện Yên Mỹ,Xã Đồng Than,Đồng Than - ĐB 13,normal,15787.800000000001
Hưng Yên,Huyện Ân Thi,Thị trấn Ân Thi,Phạm Ngũ Lão (ĐB2),normal,24827
Hưng Yên,Huyện Ân Thi,Xã Cẩm Ninh,La Chàng (ĐB6),extreme poverty,24332
Hưng Yên,Huyện Ân Thi,Xã Cẩm Ninh,La Chàng (ĐB6),normal,6083
Hưng Yên,Huyện Ân Thi,Xã Hoàng Hoa Thám,Xóm chùa,extreme poverty,32760
Hưng Yên,Huyện Ân Thi,Xã Hoàng Hoa Thám,Xóm chùa,normal,2340
Hưng Yên,Huyện Ân Thi,Xã Vân Du,Châm Nhị (ĐB9),extreme poverty,30182.399999999998
Hưng Yên,Huyện Ân Thi,Xã Vân Du,Châm Nhị (ĐB9),normal,7545.5999999999995
Hưng Yên,Huyện Ân Thi,Xã Đặng Lễ,Đới Khê,extreme poverty,24255.399999999998
Hưng Yên,Huyện Ân Thi,Xã Đặng Lễ,Đới Khê,normal,3731.6
Hưng Yên,Thành phố Hưng Yên,Phường An Tảo,Khu phố An Dương (ĐB 014),extreme poverty,11760
Hưng Yên,Thành phố Hưng Yên,Phường An Tảo,Khu phố An Dương (ĐB 014),normal,23520
Hưng Yên,Thành phố Hưng Yên,Phường Lam Sơn,Xóm 9 Đằng Châu,extreme poverty,17384
Hưng Yên,Thành phố Hưng Yên,Phường Lam Sơn,Xóm 9 Đằng Châu,normal,8692
Hưng Yên,Thành phố Hưng Yên,Xã Bảo Khê,Thôn Vạn Tường (ĐB 009),extreme poverty,21388.8
Hưng Yên,Thành phố Hưng Yên,Xã Bảo Khê,Thôn Vạn Tường (ĐB 009),normal,14259.2
Hưng Yên,Thành phố Hưng Yên,Xã Hoàng Hanh,Thôn An Châu 2 (ĐB 003),extreme poverty,28003.73333333333
Hưng Yên,Thành phố Hưng Yên,Xã Hoàng Hanh,Thôn An Châu 2 (ĐB 003),normal,4308.266666666666
Hưng Yên,Thành phố Hưng Yên,Xã Liên Phương,Đội 1 + đội 2 thôn An chiểu 2,extreme poverty,21692
Hưng Yên,Thành phố Hưng Yên,Xã Liên Phương,Đội 1 + đội 2 thôn An chiểu 2,normal,7888
Hưng Yên,Thành phố Hưng Yên,Xã Phương Chiểu,Xóm 2+ 3 thôn Phương Thượng,extreme poverty,26947.26666666667
Hưng Yên,Thành phố Hưng Yên,Xã Phương Chiểu,Xóm 2+ 3 thôn Phương Thượng,normal,4145.733333333334
Hưng Yên,Thành phố Hưng Yên,Xã Trung Nghĩa,Đội 14 thôn Đào Đặng (ĐB 7),extreme poverty,25038
Hưng Yên,Thành phố Hưng Yên,Xã Trung Nghĩa,Đội 14 thôn Đào Đặng (ĐB 7),normal,3852
Hưng Yên,Thị xã Mỹ Hào,Phường Bạch Sam,"Xóm Chợ, thôn Bến (14)",extreme poverty,5298.2
Hưng Yên,Thị xã Mỹ Hào,Phường Bạch Sam,"Xóm Chợ, thôn Bến (14)",normal,21192.8
Hưng Yên,Thị xã Mỹ Hào,Phường Dị Sử,Thôn Phan Bôi (05),normal,25122
Hưng Yên,Thị xã Mỹ Hào,Phường Phùng Chí Kiên,Thôn Đào Du (05),extreme poverty,5183.4
Hưng Yên,Thị xã Mỹ Hào,Phường Phùng Chí Kiên,Thôn Đào Du (05),normal,20733.6
Hưng Yên,Thị xã Mỹ Hào,Xã Hòa Phong,Thôn Phúc Miếu (08),extreme poverty,19791.2
Hưng Yên,Thị xã Mỹ Hào,Xã Hòa Phong,Thôn Phúc Miếu (08),normal,7196.8
Hải Dương,Huyện Bình Giang,Xã Cổ Bì,"Xóm 4 Cam Xá, Cổ Bì",extreme poverty,21067.2
Hải Dương,Huyện Bình Giang,Xã Cổ Bì,"Xóm 4 Cam Xá, Cổ Bì",normal,7660.8
Hải Dương,Huyện Bình Giang,Xã Tân Việt,Thôn Bằng Giã 1 - Tân Việt,extreme poverty,14061.6
Hải Dương,Huyện Bình Giang,Xã Tân Việt,Thôn Bằng Giã 1 - Tân Việt,normal,16070.4
Hải Dương,Huyện Bình Giang,Xã Vĩnh Hưng,"Xóm Đở thôn Vĩnh Lại, Vĩnh Tuy",extreme poverty,20989.733333333334
Hải Dương,Huyện Bình Giang,Xã Vĩnh Hưng,"Xóm Đở thôn Vĩnh Lại, Vĩnh Tuy",normal,1499.2666666666667
Hải Dương,Huyện Cẩm Giàng,Xã Cao An,Phú An (Phú Hải),extreme poverty,13988.333333333332
Hải Dương,Huyện Cẩm Giàng,Xã Cao An,Phú An (Phú Hải),normal,15986.666666666666
Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Hoàng,Phượng Hoàng (đội 4),extreme poverty,34208.53333333333
Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Hoàng,Phượng Hoàng (đội 4),normal,2443.4666666666667
Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Hưng,Hộ Vệ 1,extreme poverty,22715
Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Hưng,Hộ Vệ 1,normal,8260
Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Vũ,Xóm Đình,extreme poverty,22440
Hải Dương,Huyện Cẩm Giàng,Xã Cẩm Vũ,Xóm Đình,normal,5610
Hải Dương,Huyện Gia Lộc,Xã Gia Tân,Lãng Xuyên B,extreme poverty,20889.6
Hải Dương,Huyện Gia Lộc,Xã Gia Tân,Lãng Xuyên B,normal,5222.4
Hải Dương,Huyện Gia Lộc,Xã Hoàng Diệu,Thôn Nghĩa Hy,extreme poverty,33446.4
Hải Dương,Huyện Gia Lộc,Xã Hoàng Diệu,Thôn Nghĩa Hy,normal,5145.6
Hải Dương,Huyện Gia Lộc,Xã Yết Kiêu,"Xóm Trại, Bá Đại",extreme poverty,34018.13333333333
Hải Dương,Huyện Gia Lộc,Xã Yết Kiêu,"Xóm Trại, Bá Đại",normal,2429.866666666667
Hải Dương,Huyện Gia Lộc,Xã Đồng Quang,Thôn An Thư D,extreme poverty,18997.333333333332
Hải Dương,Huyện Gia Lộc,Xã Đồng Quang,Thôn An Thư D,normal,9498.666666666666
Hải Dương,Huyện Kim Thành,Xã Kim Liên,Đội 9b,extreme poverty,8632
Hải Dương,Huyện Kim Thành,Xã Kim Liên,Đội 9b,normal,23738
Hải Dương,Huyện Kim Thành,Xã Kim Tân,Thôn Thiên Xuân (xóm 15),extreme poverty,20274
Hải Dương,Huyện Kim Thành,Xã Kim Tân,Thôn Thiên Xuân (xóm 15),normal,13516
Hải Dương,Huyện Kim Thành,Xã Lai Vu,Thôn Quyết Tâm 2,extreme poverty,1731.2
Hải Dương,Huyện Kim Thành,Xã Lai Vu,Thôn Quyết Tâm 2,normal,24236.8
Hải Dương,Huyện Kim Thành,Xã Liên Hòa,Đội 5a,extreme poverty,20985.066666666666
Hải Dương,Huyện Kim Thành,Xã Liên Hòa,Đội 5a,normal,7630.933333333333
Hải Dương,Huyện Kim Thành,Xã Ngũ Phúc,Đội 5+6,extreme poverty,8475.733333333334
Hải Dương,Huyện Kim Thành,Xã Ngũ Phúc,Đội 5+6,normal,23308.266666666666
Hải Dương,Huyện Kim Thành,Xã Thượng Vũ,Thôn Thắng Yên 3,extreme poverty,16385.600000000002
Hải Dương,Huyện Kim Thành,Xã Thượng Vũ,Thôn Thắng Yên 3,normal,18726.4
Hải Dương,Huyện Nam Sách,Thị trấn Nam Sách,Mạc Thị Bưởi 2,extreme poverty,5021.333333333333
Hải Dương,Huyện Nam Sách,Thị trấn Nam Sách,Mạc Thị Bưởi 2,normal,32638.666666666664
Hải Dương,Huyện Nam Sách,Xã An Bình,An Đông 5,extreme poverty,16280
Hải Dương,Huyện Nam Sách,Xã An Bình,An Đông 5,normal,14245
Hải Dương,Huyện Nam Sách,Xã Hợp Tiến,Tây Thôn Tè,extreme poverty,15006
Hải Dương,Huyện Nam Sách,Xã Hợp Tiến,Tây Thôn Tè,normal,7503
Hải Dương,Huyện Nam Sách,Xã Nam Hồng,Đồn Bối 2,extreme poverty,15580.800000000001
Hải Dương,Huyện Nam Sách,Xã Nam Hồng,Đồn Bối 2,normal,10387.2
Hải Dương,Huyện Nam Sách,Xã Nam Tân,Thôn Trung Hà,extreme poverty,16157.866666666667
Hải Dương,Huyện Nam Sách,Xã Nam Tân,Thôn Trung Hà,normal,14138.133333333333
Hải Dương,Huyện Ninh Giang,Xã Hồng Phong,Xóm 2,normal,31565.000000000004
Hải Dương,Huyện Ninh Giang,Xã Ninh Hải,"Nhân Lý, Ninh Hải 2",normal,30576
Hải Dương,Huyện Ninh Giang,Xã Vĩnh Hòa,xóm 10,normal,38340
Hải Dương,Huyện Ninh Giang,Xã Đồng Tâm,Tranh Xuyên 8,normal,24112
Hải Dương,Huyện Thanh Hà,Xã Cẩm Chế,Xóm Trại,extreme poverty,19712
Hải Dương,Huyện Thanh Hà,Xã Cẩm Chế,Xóm Trại,normal,1408
Hải Dương,Huyện Thanh Hà,Xã Liên Mạc,Xóm 2,extreme poverty,18956.666666666664
Hải Dương,Huyện Thanh Hà,Xã Liên Mạc,Xóm 2,normal,6893.333333333333
Hải Dương,Huyện Thanh Hà,Xã Thanh An,Xóm 6,extreme poverty,23908.733333333334
Hải Dương,Huyện Thanh Hà,Xã Thanh An,Xóm 6,normal,3678.266666666667
Hải Dương,Huyện Thanh Hà,Xã Thanh Thủy,Xóm 5b,extreme poverty,17940.266666666666
Hải Dương,Huyện Thanh Hà,Xã Thanh Thủy,Xóm 5b,normal,6523.733333333334
Hải Dương,Huyện Thanh Miện,Xã Chi Lăng Bắc,Phú Khê 1,extreme poverty,22545.6
Hải Dương,Huyện Thanh Miện,Xã Chi Lăng Bắc,Phú Khê 1,normal,8198.4
Hải Dương,Huyện Thanh Miện,Xã Lê Hồng,Thôn Hoành Bồ 3,extreme poverty,13020
Hải Dương,Huyện Thanh Miện,Xã Lê Hồng,Thôn Hoành Bồ 3,normal,14880
Hải Dương,Huyện Thanh Miện,Xã Ngô Quyền,Phạm Lý 1,extreme poverty,24383.333333333332
Hải Dương,Huyện Thanh Miện,Xã Ngô Quyền,Phạm Lý 1,normal,8866.666666666666
Hải Dương,Huyện Thanh Miện,Xã Tứ Cường,Thôn Gia Cốc 2,extreme poverty,15253.333333333334
Hải Dương,Huyện Thanh Miện,Xã Tứ Cường,Thôn Gia Cốc 2,normal,13346.666666666668
Hải Dương,Huyện Tứ Kỳ,Xã Bình Lăng,Xóm Hồng Quang,extreme poverty,18200
Hải Dương,Huyện Tứ Kỳ,Xã Bình Lăng,Xóm Hồng Quang,normal,15925
Hải Dương,Huyện Tứ Kỳ,Xã Chí Minh,Thôn Kim Xuyên 3,extreme poverty,19543.333333333332
Hải Dương,Huyện Tứ Kỳ,Xã Chí Minh,Thôn Kim Xuyên 3,normal,9771.666666666666
Hải Dương,Huyện Tứ Kỳ,Xã Nguyên Giáp,Thôn An Thổ 4,extreme poverty,23584
Hải Dương,Huyện Tứ Kỳ,Xã Nguyên Giáp,Thôn An Thổ 4,normal,11792
Hải Dương,Huyện Tứ Kỳ,Xã Phượng Kỳ,Thôn Tứ Kỳ Hạ 1,extreme poverty,19332
Hải Dương,Huyện Tứ Kỳ,Xã Phượng Kỳ,Thôn Tứ Kỳ Hạ 1,normal,9666
Hải Dương,Huyện Tứ Kỳ,Xã Quang Trung,Thôn An Vĩnh 2,extreme poverty,15889.066666666668
Hải Dương,Huyện Tứ Kỳ,Xã Quang Trung,Thôn An Vĩnh 2,normal,13902.933333333334
Hải Dương,Huyện Tứ Kỳ,Xã Đại Sơn,Thôn Phương Quất 1,extreme poverty,14809.6
Hải Dương,Huyện Tứ Kỳ,Xã Đại Sơn,Thôn Phương Quất 1,normal,12958.4
Hải Dương,Thành phố Chí Linh,Phường Cổ Thành,Thôn An Ninh,extreme poverty,44739.2
Hải Dương,Thành phố Chí Linh,Phường Cổ Thành,Thôn An Ninh,normal,16268.8
Hải Dương,Thành phố Chí Linh,Phường Hoàng Tiến,Thôn Hoàng Gián Cũ 2,extreme poverty,41974.4
Hải Dương,Thành phố Chí Linh,Phường Hoàng Tiến,Thôn Hoàng Gián Cũ 2,normal,6457.6
